Title,score,budget,Marketing Amount,gross,Profitability,Pre-Production Amount,VFX Amount,Post Production Amount,Music Amount,Distribution Amount,released_epoch,genre_encoded,star_encoded
Chain Reaction,5.7,50000000,18750000,60209334,10209334,22500000,15000000,3750000,2000000,6250000,838944000,0,1460
Kama Sutra: A Tale of Love,6,3000000,600000,4109095,1109095,1650000,450000,225000,180000,375000,857088000,5,1974
The Crucible,6.8,25000000,4375000,7343114,-17656886,16250000,1875000,1875000,1000000,3125000,849052800,6,546
Pusher,7.4,22363565.63,4472713.126,1605,-22361960.63,12299961.1,3354534.844,1677267.422,1341813.938,2795445.704,841363200,5,1508
Waiting for Guffman,7.5,4000000,1000000,2923982,-1076018,2200000,300000,300000,160000,500000,854668800,4,461
Secrets & Lies,8,4500000,1125000,13417292,8917292,2475000,337500,337500,180000,562500,857088000,4,2624
Daylight,5.9,80000000,30000000,159212469,79212469,36000000,24000000,6000000,3200000,10000000,849830400,0,2539
Last Man Standing,6.4,67000000,25125000,47267001,-19732999,30150000,20100000,5025000,2680000,8375000,843177600,0,334
The Arrival,6.2,25000000,5000000,14063331,-10936669,11250000,1875000,1875000,1000000,3125000,833500800,13,399
Ransom,6.7,80000000,30000000,309492681,229492681,36000000,24000000,6000000,3200000,10000000,847411200,0,1827
Beavis and Butt-Head Do America,6.8,12000000,2400000,63118386,51118386,4200000,5400000,1200000,600000,1500000,851040000,2,1909
Fly Away Home,6.8,22000000,8250000,25143818,3143818,9900000,6600000,1650000,880000,2750000,842572800,1,1163
Tin Cup,6.4,45000000,11250000,53854588,8854588,24750000,3375000,3375000,1800000,5625000,840153600,4,1495
Barb Wire,3.4,9000000,3375000,3793614,-5206386,4050000,2700000,675000,360000,1125000,831081600,0,2056
Breaking the Waves,7.8,22914608.79,4010056.539,3828405,-19086203.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,847843200,6,765
The Phantom,5,45000000,16875000,17323326,-27676674,20250000,13500000,3375000,1800000,5625000,834105600,0,269
The Fan,5.9,55000000,20625000,18626419,-36373581,24750000,16500000,4125000,2200000,6875000,840153600,0,2241
Eye for an Eye,6.2,20000000,4000000,26877589,6877589,11000000,3000000,1500000,1200000,2500000,821404800,5,2323
2 Days in the Valley,6.5,22607802.13,5651950.532,11132210,-11475592.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,843782400,4,2584
Trees Lounge,7.1,1300000,325000,749741,-550259,715000,97500,97500,52000,162500,844992000,4,2504
The People vs. Larry Flynt,7.3,36000000,6300000,20300385,-15699615,19800000,2700000,2700000,1440000,4500000,852854400,3,2780
Freeway,6.8,3000000,750000,295493,-2704507,1650000,225000,225000,120000,375000,873244800,4,2193
Kazaam,3,20000000,5000000,18937262,-1062738,11000000,1500000,1500000,800000,2500000,837561600,4,2425
Down Periscope,6.2,31000000,7750000,37553752,6553752,17050000,2325000,2325000,1240000,3875000,825638400,4,1478
Michael,5.7,22607802.13,5651950.532,119718203,97110400.87,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,851472000,4,1319
Mulholland Falls,6.3,29000000,5800000,11526099,-17473901,15950000,4350000,2175000,1740000,3625000,830476800,5,1992
Jingle All the Way,5.6,60000000,22500000,129832389,69832389,27000000,18000000,4500000,2400000,7500000,848620800,1,180
She's the One,6,3500000,875000,9538948,6038948,1925000,262500,262500,140000,437500,840758400,4,718
Brassed Off,7.2,22607802.13,5651950.532,2576738,-20031064.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,864345600,4,2111
Shine,7.7,5500000,962500,35999081,30499081,3025000,412500,412500,220000,687500,855878400,3,882
Black Sheep,6.3,22607802.13,5651950.532,32417995,9810192.871,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,823219200,4,426
Maximum Risk,5.5,25000000,9375000,14502483,-10497517,11250000,7500000,1875000,1000000,3125000,842572800,0,1157
One Fine Day,6.5,22607802.13,5651950.532,97529550,74921747.87,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,851040000,4,1897
Lone Star,7.4,5000000,875000,12408986,7408986,3250000,375000,375000,200000,625000,835315200,6,423
Michael Collins,7.2,25000000,4375000,11135803,-13864197,13750000,1875000,1875000,1000000,3125000,846201600,3,1608
Phenomenon,6.4,32000000,5600000,152036382,120036382,20800000,2400000,2400000,1280000,4000000,836352000,6,1319
Harriet the Spy,5.9,12000000,3000000,26570048,14570048,6600000,900000,900000,480000,1500000,836956800,4,1899
Flipper,5.3,25530000,9573750,20080020,-5449980,11488500,7659000,1914750,1021200,3191250,832291200,1,2083
Evita,6.3,55000000,9625000,141047179,86047179,30250000,4125000,4125000,2200000,6875000,852854400,3,1702
Diabolique,5.4,22914608.79,4010056.539,17100266,-5814342.792,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,827452800,6,2432
Bordello of Blood,5.4,13000000,3250000,5781045,-7218955,7150000,975000,975000,520000,1625000,840153600,4,638
Spy Hard,5.4,18000000,6750000,26960191,8960191,8100000,5400000,1350000,720000,2250000,832896000,0,1601
The Substitute,6,58084599.21,21781724.7,14818176,-43266423.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,829872000,0,2634
Marvin's Room,6.7,23000000,4025000,12803305,-10196695,14950000,1725000,1725000,920000,2875000,857088000,6,1841
Multiplicity,6.1,45000000,11250000,21075014,-23924986,24750000,3375000,3375000,1800000,5625000,837561600,4,1869
House Arrest,5.8,22607802.13,5651950.532,7032782,-15575020.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,839980800,4,1107
Everyone Says I Love You,6.7,20000000,5000000,9759200,-10240800,11000000,1500000,1500000,800000,2500000,853459200,4,2779
A Very Brady Sequel,5.8,12000000,3000000,21440752,9440752,6600000,900000,900000,480000,1500000,840758400,4,2441
The Crow: City of Angels,4.7,13000000,4875000,17917287,4917287,5850000,3900000,975000,520000,1625000,841363200,0,2727
Basquiat,6.9,3300000,577500,3011195,-288805,1815000,247500,247500,132000,412500,839548800,3,1171
The Quest,5.6,30000000,11250000,57400547,27400547,13500000,9000000,2250000,1200000,3750000,830476800,0,1157
Muppet Treasure Island,7,58084599.21,21781724.7,34327391,-23757208.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,824428800,0,2614
Hellraiser: Bloodline,5.1,4000000,1000000,9336886,5336886,1800000,600000,300000,240000,500000,826243200,10,333
Manny & Lo,6.6,500000,125000,502313,2313,275000,37500,37500,20000,62500,838339200,4,2366
Beautiful Thing,7.6,22607802.13,5651950.532,1548120,-21059682.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,844819200,4,908
The Chamber,6,50000000,10000000,22540359,-27459641,27500000,7500000,3750000,3000000,6250000,844992000,5,434
Blood and Wine,6,22000000,4400000,1094668,-20905332,12100000,3300000,1650000,1320000,2750000,856483200,5,1048
Jude,6.9,7000000,1225000,409144,-6590856,4550000,525000,525000,280000,875000,845596800,6,458
Bulletproof,5.8,25000000,9375000,22611954,-2388046,11250000,7500000,1875000,1000000,3125000,841968000,0,530
Mad Dog Time,5.4,8000000,2000000,107874,-7892126,4400000,600000,600000,320000,1000000,847411200,4,1865
Irma Vep,7.1,22607802.13,5651950.532,292040,-22315762.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,862358400,4,1706
Mrs. Winterbourne,6.2,25000000,6250000,10082005,-14917995,13750000,1875000,1875000,1000000,3125000,829872000,4,2447
The Portrait of a Lady,6.2,22914608.79,4010056.539,3692836,-19221772.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,853459200,6,2000
Foxfire,6.2,22914608.79,4010056.539,269300,-22645308.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,840758400,6,979
The Glimmer Man,5.4,45000000,16875000,20351264,-24648736,20250000,13500000,3375000,1800000,5625000,844387200,0,2516
Up Close & Personal,6.2,60000000,10500000,100688705,40688705,39000000,4500000,4500000,2400000,7500000,825638400,6,2253
The Juror,5.7,44000000,8800000,22754725,-21245275,24200000,6600000,3300000,2640000,5500000,823219200,5,629
Flirting with Disaster,6.7,7000000,1750000,14702438,7702438,3850000,525000,525000,280000,875000,829267200,4,231
Homeward Bound II: Lost in San Francisco,6,45708389.06,17140645.9,32772492,-12935897.06,20568775.08,13712516.72,3428129.179,1828335.562,5713548.632,826243200,1,1864
Joe's Apartment,5.5,13000000,3250000,4619014,-8380986,7150000,975000,975000,520000,1625000,838339200,4,1210
Ghosts of Mississippi,6.7,36000000,6300000,13323144,-22676856,23400000,2700000,2700000,1440000,4500000,852249600,6,53
A Summer's Tale,7.6,22607802.13,5651950.532,198126,-22409676.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,1403222400,4,1838
The Preacher's Wife,5.6,40000000,10000000,48102795,8102795,22000000,3000000,3000000,1600000,5000000,850435200,4,640
Jane Eyre,6.8,22914608.79,4010056.539,5200601,-17714007.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,829267200,6,2767
If Lucy Fell,4.9,5000000,1250000,2420162,-2579838,2750000,375000,375000,200000,625000,826243200,4,2356
SubUrbia,6.8,22607802.13,5651950.532,656747,-21951055.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,867888000,4,907
First Strike,6.6,58084599.21,21781724.7,21890845,-36193754.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,852854400,0,1052
Bad Moon,5.8,7000000,1750000,1060264,-5939736,3150000,1050000,525000,420000,875000,846806400,10,1734
Dunston Checks In,5.4,45708389.06,17140645.9,9871065,-35837324.06,20568775.08,13712516.72,3428129.179,1828335.562,5713548.632,821404800,1,1123
Carpool,5,17000000,4250000,3325651,-13674349,9350000,1275000,1275000,680000,2125000,840758400,4,2632
The Daytrippers,7,22607802.13,5651950.532,2099677,-20508125.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,857520000,4,999
Before and After,6.1,35000000,7000000,8797839,-26202161,19250000,5250000,2625000,2100000,4375000,825033600,5,1841
Citizen Ruth,7,3000000,750000,285112,-2714888,1650000,225000,225000,120000,375000,850435200,4,1566
Extreme Measures,6.2,38000000,7600000,17380126,-20619874,20900000,5700000,2850000,2280000,4750000,843782400,5,1011
Female Perversions,5.4,22914608.79,4010056.539,926954,-21987654.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,861926400,6,2611
A Thin Line Between Love and Hate,5.7,8000000,2000000,35599803,27599803,4400000,600000,600000,320000,1000000,828489600,4,1766
Kissed,6.4,22914608.79,4010056.539,329211,-22585397.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,860716800,6,1935
The Truth About Cats & Dogs,6.3,22607802.13,5651950.532,34861807,12254004.87,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,830476800,4,2697
The Whole Wide World,7.1,1300000,227500,375757,-924243,715000,97500,97500,52000,162500,851040000,3,2725
Dear God,5.4,22000000,5500000,7138523,-14861477,12100000,1650000,1650000,880000,2750000,846806400,4,925
Bed of Roses,6.1,22914608.79,4010056.539,27315527,4400918.208,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,822614400,6,447
The Pallbearer,5,8000000,2000000,5656388,-2343612,4400000,600000,600000,320000,1000000,831081600,4,609
Lawnmower Man 2: Beyond Cyberspace,2.5,15000000,5625000,2409225,-12590775,6750000,4500000,1125000,600000,1875000,821404800,0,2067
A Family Thing,7,22607802.13,5651950.532,10125417,-12482385.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,828057600,4,2243
Curdled,5.9,2300000,575000,49620,-2250380,1265000,172500,172500,92000,287500,843782400,4,2765
First Kid,5.3,22607802.13,5651950.532,26491793,3883990.871,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,841363200,4,2461
Eddie,5.2,30000000,7500000,31387164,1387164,16500000,2250000,2250000,1200000,3750000,833500800,4,2752
Feeling Minnesota,5.4,22607802.13,5651950.532,3124440,-19483362.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,842572800,4,1460
The Pillow Book,6.7,22914608.79,4010056.539,2372744,-20541864.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,865555200,6,2734
The Adventures of Pinocchio,5.2,25000000,9375000,15094530,-9905470,11250000,7500000,1875000,1000000,3125000,838339200,1,1765
City Hall,6.2,40000000,7000000,20340204,-19659796,26000000,3000000,3000000,1600000,5000000,824428800,6,38
Night Falls on Manhattan,6.6,22363565.63,4472713.126,9889670,-12473895.63,12299961.1,3354534.844,1677267.422,1341813.938,2795445.704,863740800,5,126
The Great White Hype,5.5,22607802.13,5651950.532,8008255,-14599547.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,831081600,4,2344
Twelfth Night,7.2,5000000,1250000,588621,-4411379,2750000,375000,375000,200000,625000,846201600,4,985
Mary Reilly,5.8,47000000,8225000,12379402,-34620598,30550000,3525000,3525000,1880000,5875000,825033600,6,1381
My Fellow Americans,6.5,21500000,8062500,22313201,813201,9675000,6450000,1612500,860000,2687500,851040000,1,1046
Sgt. Bilko,5.8,39000000,9750000,37956793,-1043207,21450000,2925000,2925000,1560000,4875000,828057600,4,2510
Heaven's Prisoners,5.8,25000000,4375000,5009305,-19990695,16250000,1875000,1875000,1000000,3125000,832291200,6,53
Caught,6.6,22914608.79,4010056.539,38930959.49,16016350.7,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,822441600,6,720
I Shot Andy Warhol,6.6,25312316.72,4429655.427,1875527,-23436789.72,13921774.2,1898423.754,1898423.754,1012492.669,3164039.59,830908800,3,1613
The Sunchaser,6.2,22363565.63,4472713.126,21508,-22342057.63,12299961.1,3354534.844,1677267.422,1341813.938,2795445.704,846201600,5,2780
All Dogs Go to Heaven 2,5.5,75785197.13,15157039.43,8620678,-67164519.13,26524819,34103338.71,7578519.713,3789259.857,9473149.642,828057600,2,399
Girl 6,5.2,12000000,3000000,4939939,-7060061,6600000,900000,900000,480000,1500000,827452800,4,2593
The Evening Star,5.9,22607802.13,5651950.532,12767815,-9839987.129,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,851472000,4,2447
Larger Than Life,5.6,30000000,7500000,8315693,-21684307,16500000,2250000,2250000,1200000,3750000,846806400,4,255
Head Above Water,6,22607802.13,5651950.532,32212,-22575590.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,867196800,4,967
Two If by Sea,5.2,22607802.13,5651950.532,10658278,-11949524.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,821404800,4,2348
The Stupids,4.2,25000000,9375000,2491989,-22508011,11250000,7500000,1875000,1000000,3125000,841363200,1,2632
The Funeral,6.6,12500000,2500000,1227324,-11272676,6875000,1875000,937500,750000,1562500,846806400,5,468
Kids in the Hall: Brain Candy,6.9,22607802.13,5651950.532,2654308,-19953494.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,829872000,4,579
High School High,5.5,22607802.13,5651950.532,21302121,-1305681.129,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,846201600,4,1331
Schizopolis,6.8,250000,62500,10580,-239420,137500,18750,18750,10000,31250,860544000,4,2517
The Van,6.7,22607802.13,5651950.532,712095,-21895707.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,863740800,4,495
Alaska,5.8,23000000,8625000,11829959,-11170041,10350000,6900000,1725000,920000,2875000,839980800,1,2605
Moll Flanders,6.5,22914608.79,4010056.539,3486957,-19427651.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,834710400,6,2264
The Associate,6.1,22607802.13,5651950.532,12844057,-9763745.129,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,846201600,4,2752
Shiloh,6.4,22914608.79,4010056.539,1007822,-21906786.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,861926400,6,271
In Love and War,6,25312316.72,4429655.427,25372294,59977.27619,13921774.2,1898423.754,1898423.754,1012492.669,3164039.59,854064000,3,2348
Surviving Picasso,6.4,16000000,2800000,2021348,-13978652,8800000,1200000,1200000,640000,2000000,843177600,3,162
Kansas City,6.3,19000000,3800000,1356828,-17643172,10450000,2850000,1425000,1140000,2375000,840153600,5,1185
Mr. Wrong,3.8,22607802.13,5651950.532,12825141,-9782661.129,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,824428800,4,748
Fled,5.4,25000000,9375000,17193231,-7806769,11250000,7500000,1875000,1000000,3125000,837734400,0,1576
Infinity,6.2,25312316.72,4429655.427,195170,-25117146.72,13921774.2,1898423.754,1898423.754,1012492.669,3164039.59,844387200,3,1798
Unforgettable,6,18000000,3150000,2821671,-15178329,11700000,1350000,1350000,720000,2250000,825033600,6,2179
Bloodsport 2,4.8,58084599.21,21781724.7,684351,-57400248.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,825638400,0,543
Phat Beach,3.9,22607802.13,5651950.532,1383553,-21224249.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,838944000,4,1209
Last Dance,5.7,22914608.79,4010056.539,5939449,-16975159.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,831081600,6,2432
Grace of My Heart,6.7,5000000,1250000,660313,-4339687,2750000,375000,375000,200000,625000,842572800,4,1026
Celtic Pride,5.3,22607802.13,5651950.532,9255027,-13352775.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,829872000,4,530
Ed,2.7,24000000,6000000,4422380,-19577620,13200000,1800000,1800000,960000,3000000,826848000,4,1796
The Game,7.8,50000000,8750000,109423648,59423648,32500000,3750000,3750000,2000000,6250000,874022400,6,1857
Boogie Nights,7.9,15000000,2625000,43101594,28101594,9750000,1125000,1125000,600000,1875000,878256000,6,1752
Titanic,7.8,200000000,35000000,2201647264,2001647264,130000000,15000000,15000000,8000000,25000000,882489600,6,1596
The Fifth Element,7.7,93000000,34875000,263920180,170920180,41850000,27900000,6975000,3720000,11625000,863136000,0,334
Austin Powers: International Man of Mystery,7,16500000,6187500,67683989,51183989,7425000,4950000,1237500,660000,2062500,862531200,1,1910
